id,lga_id,ward_id,name,t_reg
1001040 ,5 ,2000047 ,DORO SHARIA COURT,226 
1001041 ,5 ,2000047 ,DORO VETERINARY CLINIC,221 
1001042 ,5 ,2000047 ,DORO DISPENSARY,111 
1001044 ,5 ,2000045 ,BAURE GARI - BAURE PRI.SCHOOL,1245 
1001045 ,5 ,2000045 ,BANGARAJI - K/G MAI UNGUWA,847 
1001046 ,5 ,2000045 ,DAKWALE - K/G MAI UNGUWA,829 
1001047 ,5 ,2000045 ,MAZANYA - MASHANYA,807 
1001048 ,5 ,2000045 ,MAZANYA II MASHANYA,660 
1001049 ,5 ,2000045 ,GABAN KARE - K/G ALH.HARU,654 
1001050 ,5 ,2000045 ,KANINKAU - BAKIN GARI,479 
1001051 ,5 ,2000045 ,DANRIMI GARI PRIMARY SCHOOL,291 
1001052 ,5 ,2000045 ,BAURE ISLAMIYYA PRIMARY SCHOOL,147 
1001053 ,5 ,2000045 ,DAKWALE PRIMARY SCHOOL,135 
1001054 ,5 ,2000045 ,BAURE DISPENSARY,80 
1001056 ,5 ,2000055 ,DANGARNA - DANGARNA PRI. SCHOOL,903 
1001057 ,5 ,2000055 ,KURA - KURA PRI.SCHOOL,870 
1001058 ,5 ,2000055 ,KAURA - KAURA PRI.SCHOOL,694 
1001059 ,5 ,2000055 ,JAMA'A YANGORA - JAMA'A PRI.SCHOOL,662 
1001060 ,5 ,2000055 ,DIGGA - K/G LIMAN ADAMU,484 
1001061 ,5 ,2000055 ,KASGANYA - K/G MAI UNGUWA,420 
1001062 ,5 ,2000055 ,YANDADI - K/G MAI UNGUWA,410 
1001063 ,5 ,2000055 ,YANGORA - G.D.S.S. YANGORA,339 
1001064 ,5 ,2000055 ,DADAWA - TUDUN WADA,311 
1001065 ,5 ,2000055 ,ZABGAU - K/G MAIUNGUWA,280 
1001066 ,5 ,2000055 ,YANDADI II/K/G YANGORA,270 
1001067 ,5 ,2000055 ,YANGORA OLD DISPENSARY,133 
1001068 ,5 ,2000055 ,KURA PRIMARY SCHOOL,85 
1001070 ,5 ,2000050 ,GUDAWA/SABON GARI-ISLAMIYYA,775 
1001071 ,5 ,2000050 ,TSATSARNAKA PRI.SCHOOL,675 
1001072 ,5 ,2000050 ,AISAWA - PRI.SCHOOL,577 
1001073 ,5 ,2000050 ,UNGUWAR MAKADA - T.V VIEWING CENTRE,573 
1001075 ,5 ,2000050 ,FANGO DAGURAJI - DAGURAJI PRI.SCHOOL,563 
1001077 ,5 ,2000050 ,UNGUWAR MAKADA/T.V CENTRE,556 
1001078 ,5 ,2000050 ,"YAN,NAGANI - KAGADAMA",497 
1001079 ,5 ,2000050 ,SANTAR BILA -KWAKWARA,445 
1001080 ,5 ,2000050 ,KANGI - ISLAMIYYA,424 
1001081 ,5 ,2000050 ,MALLAMAWA - CHEDIYA,377 
1001082 ,5 ,2000050 ,FANGO JAMAA - JAMAA ALH. TUKUR,264 
1001084 ,5 ,2000049 ,MAKERA - FAMFO,890 
1001085 ,5 ,2000049 ,MAGAMI/YANSAURA - KUKAR MAGAMI,730 
1001086 ,5 ,2000049 ,MAGAMI/ISLAMIYA - /SLAMIYA,722 
1001087 ,5 ,2000049 ,BADE SALIHAWA - OPEN SPACE,550 
1001088 ,5 ,2000049 ,MAGAMI ISLAMIYA/ISLAMIYA,547 
1001089 ,5 ,2000049 ,GAIWA KURMI - KALGON GAIWA KURMI,529 
1001090 ,5 ,2000049 ,MARAU - GAMJI UNG. SANDA,368 
1001091 ,5 ,2000049 ,BADALLE GARYAL - OPEN SPACE,357 
1001092 ,5 ,2000049 ,TAKA TSABA/SANKASA - TAKATSABA,333 
1001093 ,5 ,2000049 ,WAILARE PRIMARY SCHOOL,193 
1001095 ,6 ,2000057 ,PRIMARY SCHOOL WAJJE I,1730 
1001096 ,6 ,2000057 ,T.V VIEWING CENTERE WALAWA,1634 
1001097 ,6 ,2000057 ,K/GIDAN MAI UNGUWA T.,1326 
1001098 ,6 ,2000057 ,WOMEN CENTRE TASHAR DUTSI,1210 
1001099 ,6 ,2000057 ,KANKAWA,1186 
1001100 ,6 ,2000057 ,K/GIDAN MAI UNGUWA U/KWANA,1114 
1001101 ,6 ,2000057 ,K/GIDAN MAI UNGUWA KWANA,995 
1001102 ,6 ,2000057 ,PRIMARY SCHOOL WAJE II,973 
1001103 ,6 ,2000057 ,OPEN SPACE K/YAMMA,945 
1001104 ,6 ,2000057 ,K/GIDAN MAI UNGUWA TANIMU,919 
1001105 ,6 ,2000057 ,PRIMARY SCHOOL HANAYE,796 
1001106 ,6 ,2000057 ,HEALTH CENTRE. TSASKI,793 
1001107 ,6 ,2000057 ,PRIMARY SCHOOL MAZAGA,746 
1001108 ,6 ,2000057 ,K/GIDAN MAI UNGUWA BINONI,608 
1001109 ,6 ,2000057 ,PRIMARY SCHOOL KEKERIYA P.S,582 
1001110 ,6 ,2000057 ,PRIMARY SCHOOL / T/ DOLE 'B',493 
1001111 ,6 ,2000057 ,PRIMARY SCHOOL T/ DOLE 'A',376 
1001112 ,6 ,2000057 ,JIBWIS MOSQUE II WALAWA,326 
1001113 ,6 ,2000057 ,KOFAR GIDAN MAI GARI S/LAYI,209 
1001114 ,6 ,2000057 ,MODEL PRIMARY SCHOOL I,178 
1001115 ,6 ,2000057 ,JIBWIS CENTRAL MOSQUE I,175 
1001116 ,6 ,2000057 ,GURIN MUTARI MAI FACI KWAKWARA,113 
1001117 ,6 ,2000057 ,BAKIN COURT S/ABUJA,104 
1001118 ,6 ,2000057 ,K/GIDAN ALH. HAMZA KANKAWA,100 
1001119 ,6 ,2000057 ,KOFAR GIDAN HAKIMI (SARKIN SHANU),97 
1001120 ,6 ,2000057 ,BAKIN MASALLACI UNG. FULANI,94 
1001121 ,6 ,2000057 ,MUS'AB BN UMAR ISLAMIC SCH TUKANAWA GABAS,93 
1001123 ,6 ,2000057 ,PILOT PRI.SCH. MAKARA HUTA,55 
1001124 ,6 ,2000057 ,FILIN KWALLO II,46 
1001125 ,6 ,2000057 ,FILIN KWALLO I,37 
1001126 ,6 ,2000057 ,BEBEJI PRIMARY SCHOOL,36 
1001127 ,6 ,2000057 ,MAYANKA KASUWA,33 
1001128 ,6 ,2000057 ,PRIMARY SCHOOL HANAYE II,8 
1001130 ,6 ,2000064 ,BAJINAWA PRI.SCHOOL,1071 
1001131 ,6 ,2000064 ,DAMAKWARO A OPEN SPACE,771 
1001132 ,6 ,2000064 ,SAFANA GABAS I PRI.SCHOOL,767 
1001133 ,6 ,2000064 ,SAFANA GABAS II HEALTH CENTER,736 
1001134 ,6 ,2000064 ,"DAMAKWARO B, K/G MAI UNGUWA",647 
1001135 ,6 ,2000064 ,SAFANA YAMMA PRI. SCHOOL,631 
1001136 ,6 ,2000064 ,KUKI KG / MAI UNG.,380 
1001137 ,6 ,2000064 ,KOFAR GIDAN M/UNG JUME,190 
1001138 ,6 ,2000064 ,SAFANA GABAS PRI SCHOOL II,127 
1001140 ,6 ,2000063 ,UNGUWAR DOGO OPEN SPACE,941 
1001141 ,6 ,2000063 ,SABON GARI K/G MAI UNGUWA,807 
1001142 ,6 ,2000063 ,KATUKA PRI.SCHOOL,784 
1001143 ,6 ,2000063 ,DAN MAIGARI K/G MAI GARI,752 
1001144 ,6 ,2000063 ,KADANYA I K/G MAI UNGUWA,665 
1001145 ,6 ,2000063 ,FARFARU K/G MAI UNGUWA,645 
1001146 ,6 ,2000063 ,KADANYA II PRI. SCHOOL,603 
1001147 ,6 ,2000063 ,DANGALADIMA HEALTH CENTRE,602 
1001148 ,6 ,2000063 ,BILLIRI OPEN SPACE,464 
1001149 ,6 ,2000063 ,DAR MASAI OPEN SPACE,460 
1001150 ,6 ,2000063 ,ZANA DANSHURWA K/G MAI UNGUWA,418 
1001151 ,6 ,2000063 ,BANOMA PRI.SCHOOL,390 
1001152 ,6 ,2000063 ,KOFAR GIDAN M/GARI RADDA,93 
1001153 ,6 ,2000063 ,KATUKA PRI.SCH II,70 
1001154 ,6 ,2000063 ,"ISLAMIYYA, UNG. DOGO",62 
1001156 ,6 ,2000062 ,MAJE WEST I PRI. SCHOOL,841 
1001157 ,6 ,2000062 ,MAJE EAST II PRI.SCHOOL,832 
1001158 ,6 ,2000062 ,KASKANOKI PRI. SCHOOL,759 
1001159 ,6 ,2000062 ,DALLAWA/DAGAWA K/G MAI UNGUWA,736 
1001160 ,6 ,2000062 ,MAJE EAST HEALTH CENTRE,706 
1001161 ,6 ,2000062 ,MAJE SOUTH HEALTH CENTRE,665 
1001162 ,6 ,2000062 ,DALLAWA/SAWAI PRI.SCHOOL,613 
1001163 ,6 ,2000062 ,SABARU/RUDDUBE K/G MAI UNGUWA,596 
1001164 ,6 ,2000062 ,MALOLI OPEN SPACE,517 
1001165 ,6 ,2000062 ,MAJE WEST II PRI. SCHOOL,483 
1001166 ,6 ,2000062 ,KEBE NASARAWA PRI.SCHOOL,480 
1001167 ,6 ,2000062 ,FADUMAWA K/G MAI UNGUWA,445 
1001168 ,6 ,2000062 ,FADUMAWA OPEN SPACE,377 
1001169 ,6 ,2000062 ,BARAN GIZO PRI. SCHOOL,376 
1001170 ,6 ,2000062 ,GANGARA KOFAR GIDAN M/ UNG,148 
1001171 ,6 ,2000062 ,DAWAN FARU GIDAN M/UNG,62 
1001174 ,6 ,2000059 ,GANUWA NORTH PRI.SCHOOL,1236 
1001175 ,6 ,2000059 ,DAWAN GAMJI K/G MAI UNGUWA,765 
1001176 ,6 ,2000059 ,DABGANYA PRI. SCHOOL,638 
1001177 ,6 ,2000059 ,BURTU PRI.SCHOOL,590 
1001178 ,6 ,2000059 ,DINKAWA PRI.SCHOOL,486 
1001179 ,6 ,2000059 ,DOKAU OPEN SPACE,443 
1001180 ,6 ,2000059 ,GAMRAKI K/G MAIUNGUWA,370 
1001181 ,6 ,2000059 ,DANJAKKA PRI. SCHOOL,342 
1001182 ,6 ,2000059 ,KOFAR GIDAN MAI GARI,83 
1001183 ,6 ,2000059 ,BARGUMA K/GIDAN M/UNG,49 
1001185 ,6 ,2000065 ,TSAKATSA WEST PRI.SCHOOL,1168 
1001186 ,6 ,2000065 ,DAFARA K/G MAI UNGUWA,685 
1001187 ,6 ,2000065 ,GIDAN BANYE MAI UNGUWA,597 
1001188 ,6 ,2000065 ,ZANGO K/G MAI UNGUWA,550 
1001189 ,6 ,2000065 ,GARAZAWA K/G MAI UNGUWA,482 
1001190 ,6 ,2000065 ,RUGA/ KG MAI UNGUWA,434 
1001191 ,6 ,2000065 ,GAMDA RUFOGI OPEN SPACE,365 
1001192 ,6 ,2000065 ,K/GIDAN M/ GARI TSAKATSA,166 
1001194 ,6 ,2000060 ,KODA PRI.SCHOOL,1426 
1001195 ,6 ,2000060 ,SAKE PRI SCHOOL,787 
1001196 ,6 ,2000060 ,DOKAU G/MAI UNGUWA,614 
1001197 ,6 ,2000060 ,KWANAR YAMMA PRI.SCH.,603 
1001198 ,6 ,2000060 ,KWANAN YAMMA PRI.SCHOOL,560 
1001199 ,6 ,2000060 ,FARIN RUWA PRI.SCHOOL,556 
1001200 ,6 ,2000060 ,GIDAN AJIYA G/MAI UNGUWA,531 
1001201 ,6 ,2000060 ,"KOFAR GIDAN M/GARI, KODA",66 
1001202 ,6 ,2000060 ,SAKE KOFAR GIDAN M/UNG,49 
1001203 ,6 ,2000060 ,YARA OPEN SPACE,40 
1001205 ,6 ,2000061 ,CHEDIYA II HEALTH CENTRE,1083 
1001206 ,6 ,2000061 ,MARINA WEST HEALTH CENTRE,1067 
1001207 ,6 ,2000061 ,UNGUWAR LIMAN G/LIMAN,976 
1001208 ,6 ,2000061 ,RUGAR WAKE PRI.SCHOOL,871 
1001209 ,6 ,2000061 ,GAWASU K/G MAI UNG.,855 
1001210 ,6 ,2000061 ,GALADIMA PRI. SCHOOL,813 
1001211 ,6 ,2000061 ,YARAWALA G/MAI UNGUWAR,793 
1001212 ,6 ,2000061 ,GANASU K/G MAI UNGUWA,733 
1001213 ,6 ,2000061 ,KWARAWA G/MAI UNGUWA,467 
1001214 ,6 ,2000061 ,YANA PRI. SCHOOL,436 
1001215 ,6 ,2000061 ,SAARWAKE G/MAI UNGUWA,328 
1001216 ,6 ,2000061 ,SAGO G/MAI UNGUWA,274 
1001217 ,6 ,2000061 ,"RUGAR WAKE, DISPENSARY",101 
1001218 ,6 ,2000061 ,BAGGA G/MAI UNGUWA,77 
1001219 ,6 ,2000061 ,KURAYE MODEL PRIMARY SCH,68 
1001220 ,6 ,2000061 ,KOFAR GIDAN HAKIMI,62 
1001221 ,6 ,2000061 ,"K/GIDAN M/UNG, SHUAIBU",48 
1001222 ,6 ,2000061 ,"K/GIDAN M/UNG, BARAU",43 
1001223 ,6 ,2000061 ,GALADIMAWA,42 
1001224 ,6 ,2000061 ,SABON LAYI DAN-AUJIN,19 
1001226 ,6 ,2000056 ,BANYE A PRI.SCHOOL,1065 
1001227 ,6 ,2000056 ,YANUKU II GIDAN LIMAN,598 
1001228 ,6 ,2000056 ,BANYE 'B' HEALTH CENTRE,583 
1001229 ,6 ,2000056 ,SALGORIYO OPEN SPACE,574 
1001230 ,6 ,2000056 ,SANAME K/G MAI UNGUWA,528 
1001231 ,6 ,2000056 ,YANUKU I G/MAI UNGUWA,491 
1001232 ,6 ,2000056 ,KAGADAMA K/MAI UNGUWA,459 
1001233 ,6 ,2000056 ,SARGOLIO OPEN SPACE,415 
1001234 ,6 ,2000056 ,YANUKU OPEN SPACE,369 
1001235 ,6 ,2000056 ,NASARAWA K/GIDAN M/UNG,60 
1001237 ,6 ,2000058 ,DOKA PRI.SCHOOL,1048 
1001238 ,6 ,2000058 ,DAMBUNA PRI.SCHOOL,847 
1001239 ,6 ,2000058 ,JEWA YELWA K/G MAI UNGUWA,770 
1001240 ,6 ,2000058 ,MARKE/KUNATAU OPEN SPACE,596 
1001241 ,6 ,2000058 ,SAKO G/MAI UNGUWA,443 
1001242 ,6 ,2000058 ,DOKAR GAMJI K/G MAI UNGUWA,399 
1001243 ,6 ,2000058 ,KUNATAU K/G MAI UNGUWA,368 
1001244 ,6 ,2000058 ,WAJJE GIDAN LIMAN,315 
1001245 ,6 ,2000058 ,DOKA HEALTH CENTER,101 
1001246 ,6 ,2000058 ,DANBUNA DISPENSARY,58 
1001247 ,7 ,2000071 ,MAHUTA B/T.V CENTRE,1004 
1001248 ,7 ,2000071 ,MAHUTA KUDU/ISLAMIYYA,928 
1001249 ,7 ,2000071 ,"MAHUTA YAMMA C,/K/G. DAN-AZUMI",786 
1001250 ,7 ,2000071 ,UNG. LIMA/K/G. MAL BABBA,777 
1001251 ,7 ,2000071 ,UNG.ALH. SANI TELA/PRI SCHOOL,662 
1001252 ,7 ,2000071 ,LAYIN MAHAUTA/K/G. M/UNG,573 
1001253 ,7 ,2000071 ,KAURAN FAWA/KG. M//UNG,538 
1001254 ,7 ,2000071 ,MAHUTA YAMMA/KOFAR GIDAN M/UNG,518 
1001255 ,7 ,2000071 ,UNG.SARKIN RAFI/K/G M/UNG TAMBAYA,478 
1001256 ,7 ,2000071 ,GYAZAMA/K/G. ALH.SADI,459 
1001257 ,7 ,2000071 ,UNG.JIKA/K/G. M/UNG,425 
1001258 ,7 ,2000071 ,KAURAN FAWA B/K/G. DAN-KANO,224 
1001259 ,7 ,2000071 ,KOFAR GIDAN ALH ABDU YARO,102 
1001260 ,7 ,2000071 ,KOFAR GIDAN SALISU KANKAN,41 
1001261 ,7 ,2000072 ,MARINAI/MAHUTA PRI.SCHOOL,1164 
1001262 ,7 ,2000072 ,LAYIN ALH. BALA K/G ALH. BALA,827 
1001263 ,7 ,2000072 ,LAYIN NEPA/K/G. SALISU NEPA,650 
1001264 ,7 ,2000072 ,MAHUTA AREWA/KOFAR GIDAN,538 
1001265 ,7 ,2000072 ,UNG. AL-KASIM/K/G M/UNG,467 
1001266 ,7 ,2000072 ,GWAI GWAYE/GWAIGWAYEN LIMAN,453 
1001267 ,7 ,2000072 ,UNG. DAN. ATIKU/K/G M/UNG,431 
1001268 ,7 ,2000072 ,ZAGAMAWA/KOFAR LIMA,423 
1001269 ,7 ,2000072 ,UNG BABAN AUFU/K/G M/UNG,398 
1001270 ,7 ,2000072 ,KALIYAWA/K/G ALH. UMMARU,321 
1001271 ,7 ,2000072 ,KOFAR GIDAN LAWAL BALA,51 
1001272 ,7 ,2000072 ,KOFAR GIDAN SARKIN ASKA,0 
1001273 ,7 ,2000073 ,UNG.DAN-KUDAN/K/G M.UNG,1007 
1001274 ,7 ,2000073 ,UNG. DAN-KUDAN/K/G ALH.SANI,786 
1001275 ,7 ,2000073 ,DOGON KAWU/K/G. DAN-GAGA,613 
1001276 ,7 ,2000073 ,UNG SARKIN RAFI B/KATOGE,559 
1001277 ,7 ,2000073 ,UNG SAKO/PRI.SCHOOL,458 
1001278 ,7 ,2000073 ,MAI TSATTSALA/K/G. MAI-BAKA,415 
1001279 ,7 ,2000073 ,UNG. NUHU K/G. LIMAN SANI,391 
1001280 ,7 ,2000073 ,UNG. MAI-GAYYA/K/G. M/UNG,363 
1001281 ,7 ,2000073 ,DAN DARAU/PRI.SCHOOL,346 
1001282 ,7 ,2000073 ,UNG. ZANGO/K/G. M. ABDU,302 
1001283 ,7 ,2000073 ,KOFAR GIDAN ABDU GYADU,70 
1001284 ,7 ,2000073 ,KOFAR GIDAN MALLAM HAYYATU,53 
1001285 ,7 ,2000066 ,UNG. SHUGABA 'B' K/G IDI DAN-ETA,2652 
1001286 ,7 ,2000066 ,IDI KOLA/K/G M/UNG,1810 
1001287 ,7 ,2000066 ,KASIMU/K/G. KASIMU,1784 
1001288 ,7 ,2000066 ,UNG. SHUGABA II K/G. SHUGABA,1697 
1001289 ,7 ,2000066 ,UNG.ANGO/K/G. M/UNG,1693 
1001290 ,7 ,2000066 ,UNG. ABASAWA/K/G. M/UNG,1531 
1001291 ,7 ,2000066 ,LAYIN SHEHI/K/G SHEHI,1488 
1001292 ,7 ,2000066 ,DAN SARKI/K/G. ALH. IBRAHIM N.GODO,1417 
1001293 ,7 ,2000066 ,MAKAMA II/MODEL PRI. SCHOOL,1400 
1001294 ,7 ,2000066 ,KASIM B/TSOHON GIDAN ALH.YUSUF,1298 
1001295 ,7 ,2000066 ,SAYYADI B/K/G/UNG,1292 
1001296 ,7 ,2000066 ,SAYYADI/DISPENSARY,1189 
1001297 ,7 ,2000066 ,UNG. SHUGABA II/K/G. M/UNG,1103 
1001298 ,7 ,2000066 ,MAKAMA I PRI.SCHOOL,1001 
1001299 ,7 ,2000066 ,K/G. ISIYAKU DAN ALMAJIRI,448 
1001300 ,7 ,2000066 ,AREWA PRI. SCHOOL,324 
1001301 ,7 ,2000066 ,ABASAWA KOFAR GIDAN ALH. GARBA,172 
1001302 ,7 ,2000066 ,K/G. ALH. MUSA MAI ASABARI,164 
1001303 ,7 ,2000066 ,MAKAMA PRI. SCHOOL GINDIN KUKA,158 
1001304 ,7 ,2000066 ,KOFAR GIDAN IDI GAS,140 
1001305 ,7 ,2000066 ,RIJIYAR KWABO,132 
1001306 ,7 ,2000066 ,KOFAR GIDAN MAI HODU,129 
1001307 ,7 ,2000066 ,KOFAR GIDAN DAN BAFFA.,129 
1001308 ,7 ,2000066 ,FILIN PROJECT,128 
1001309 ,7 ,2000066 ,MAKARANTAR SHEHI,124 
1001310 ,7 ,2000066 ,K/G ALH. AUDU DAN YARO,102 
1001311 ,7 ,2000066 ,ABASAWA ISLAMIYYA,94 
1001312 ,7 ,2000066 ,K/G ADO DAN GADE,85 
1001313 ,7 ,2000066 ,KASUWAR MATA,82 
1001314 ,7 ,2000066 ,K/G ALH. ZUBAIRU GURGU,61 
1001315 ,7 ,2000066 ,MAKAMA II MODEL PRI.SCHOOL 'A',37 
1001316 ,7 ,2000066 ,K/G. ADO GIRAZA,28 
1001317 ,7 ,2000066 ,MAKAMA II MODEL PRI.SCHOOL 'B',16 
1001318 ,7 ,2000066 ,K/G ALH. MURTALA AMD,15 
1001319 ,7 ,2000066 ,K/G MAI UNGUWAN,5 
1001320 ,7 ,2000066 ,K/G ADO ALH. HABIBU DAN WANKA,2 
1001321 ,7 ,2000066 ,K/G ABDULRAZAKU,1 
1001322 ,7 ,2000066 ,K/G ALH. HASSAN,0 
1001323 ,7 ,2000067 ,UNG. DARE/K/G M/UNG,2167 
1001324 ,7 ,2000067 ,JIRUWA/K/G. M/UNG,902 
1001325 ,7 ,2000067 ,K/G M/UNG. SULE TUDUN ALI,827 
1001326 ,7 ,2000067 ,UNG AYUBA/K/G M/UNG,730 
1001327 ,7 ,2000067 ,UNG. MATO/K/G. MATO,655 
1001328 ,7 ,2000067 ,UNG. ALH. HANAU/K/G ALH. HANAU,573 
1001329 ,7 ,2000067 ,UNG. ABUBAKAR/K/G M/UNG,525 
1001330 ,7 ,2000067 ,SABUWAR UNG/K/G M/UNG,516 
1001331 ,7 ,2000067 ,BANGO/ZARI/K/G. M/UNG,477 
1001332 ,7 ,2000067 ,UNG. BAGUDU/K/G M/UNG,442 
1001333 ,7 ,2000067 ,UNG.KANDAMBA/K/G. M/UNG,427 
1001334 ,7 ,2000067 ,UNG.HANAU/K/G. M/UNG,416 
1001335 ,7 ,2000067 ,"UNG. UMARU/K/G SA,IDU DAN-KIRKI",316 
1001336 ,7 ,2000067 ,MARE PRI. SCHOOL,131 
1001337 ,7 ,2000067 ,K/G M/UNG. DAN JARI,69 
1001338 ,7 ,2000067 ,GOVT. DAY SEC. SCH. JIRUWA,6 
1001339 ,7 ,2000075 ,TUMBURKAI GARI/PRI.SCHOOL,1275 
1001340 ,7 ,2000075 ,KAURAN KATUKA GARI I/PRI.SCHOOL,994 
1001341 ,7 ,2000075 ,KAURAN KATUKA GARI II/PRI.SCHOOL,779 
1001342 ,7 ,2000075 ,BADON BAWA/K/G. M/UNG,694 
1001343 ,7 ,2000075 ,TUMBURKAI KUDU/UNG. WAZIRI,587 
1001344 ,7 ,2000075 ,TUMBURKAI KOFAR SHANTALI/KOFAR,575 
1001345 ,7 ,2000075 ,UNG. KATO/DUTSI/K/G ALH.BALA,505 
1001346 ,7 ,2000075 ,KAURAN KATUKA TSAKIYA/SABON GIDA,493 
1001347 ,7 ,2000075 ,KUMUJI/K/G. M/UNG,429 
1001348 ,7 ,2000075 ,TUMBURKAI AREWA/UNG. AUDI,421 
1001349 ,7 ,2000075 ,TUMBURKAI YAMMA/ALLAH NA NAN,409 
1001350 ,7 ,2000075 ,TUMBURKAI GARI 'B' PRI. SCH,1 
1001351 ,7 ,2000075 ,"UNGUWAR INDA, K/G M/UNG NUHU",1 
1001352 ,7 ,2000075 ,K/G FULANI,0 
1001353 ,7 ,2000076 ,YAKURUTU/LAYIN KADANYA,775 
1001354 ,7 ,2000076 ,UNG. YARIMA/RUWAN ANGO/K/G M/UNG,747 
1001355 ,7 ,2000076 ,KAURA ALASAN/K/G/ M/UNG,685 
1001356 ,7 ,2000076 ,YAKURUTU/BARAJE PRI.SCHOOL,679 
1001357 ,7 ,2000076 ,JIDADI/K/G M/UNG,669 
1001358 ,7 ,2000076 ,BARKAN HABE K/G M/UNG,634 
1001359 ,7 ,2000076 ,UNG.ILU DAN.SALLAU/TSAKIYAR GARI,613 
1001360 ,7 ,2000076 ,GANWAI ALASAN/K/G M/UNG,505 
1001361 ,7 ,2000076 ,UNG. SHATAMBAYA/K/G M/UNG,485 
1001362 ,7 ,2000076 ,K/G M/UNG HARUNA AUTA TAKALMAWA,301 
1001363 ,7 ,2000076 ,K/G M/UNG DANLAMI,104 
1001364 ,7 ,2000076 ,K/G MAI GARI YAKURUTU,24 
1001365 ,7 ,2000068 ,ASHAFAWA/K/G. M/UNG KASIMU,1435 
1001366 ,7 ,2000068 ,DANTANKARI GARI/DAKIN SHAWARA,1435 
1001367 ,7 ,2000068 ,SABUWAR KADAWA/PRI.SCHOOL,831 
1001368 ,7 ,2000068 ,UNG. GAMBA/PRI.SCHOOL,697 
1001369 ,7 ,2000068 ,KADAWAR MAI KOMO/KOFAR GIDAN,666 
1001370 ,7 ,2000068 ,KADAWAR MAGAJIN ASIKA/K/G.SALISU,649 
1001371 ,7 ,2000068 ,GYAZAMA/KOFAR GIDAN KANI,643 
1001372 ,7 ,2000068 ,UNG. MUJIYA/K/G M/UNG,471 
1001373 ,7 ,2000068 ,KURMIN CHAKARA/K/G HALILU,325 
1001374 ,7 ,2000068 ,K/G M/UNG DAN HANNE,175 
1001375 ,7 ,2000068 ,KADAWA DISPENSARY,162 
1001376 ,7 ,2000068 ,K/G M/UNG ALI SARKIN DAKO,48 
1001377 ,7 ,2000068 ,NASARAWAR DAN TANKARI PRI. SCH,47 
1001378 ,7 ,2000068 ,K/G M/UNG AUDU BARAU,19 
1001379 ,7 ,2000074 ,NASARAWA DANGUDE /K/G. DANGUDE  (A),1432 
1001380 ,7 ,2000074 ,"NASARAWA BAWA/K/G SHU,AIBU",1337 
1001381 ,7 ,2000074 ,NASARAWA DANGUDE /K/G. MANOMI (B),1191 
1001382 ,7 ,2000074 ,UNG. FILL/KOFAR GIDAN INUWA,1184 
1001383 ,7 ,2000074 ,MAIKWAMA/K/G M.SULE,1087 
1001384 ,7 ,2000074 ,ILALLA/KOFAR-GIDAN MAI-UNG,917 
1001385 ,7 ,2000074 ,UNG.DOGO/KOFAR-GIDAN MUSTAPHA,581 
1001386 ,7 ,2000074 ,UNG.YIDI/K/G M/UNG,546 
1001387 ,7 ,2000074 ,MADO BI/KOFAR-GIDAN DAUDU,384 
1001388 ,7 ,2000074 ,K/G. LABARAN MASHI,229 
1001389 ,7 ,2000074 ,NASARAWA T.V CENTRE,205 
1001390 ,7 ,2000074 ,DANTAKARI PRI. SCH NASARAWA,107 
1001391 ,7 ,2000074 ,K/G ALH. YUSUF DANBAI,95 
1001392 ,7 ,2000074 ,ILALLA DISPENSARY,70 
1001393 ,7 ,2000074 ,K/G MAI GARI AMIRU ALKASIM,44 
1001394 ,7 ,2000074 ,K/G GARBA ISA MONOLIST,20 
1001395 ,7 ,2000074 ,K/G M/UNG. RABE KAYAN RUWA,14 
1001396 ,7 ,2000069 ,MAGAJI WANDO/T.V CENTRE,1112 
1001397 ,7 ,2000069 ,UNG.DORO/PRI.SCHOOL,970 
1001398 ,7 ,2000069 ,SABO GIDA/SABON GIDA,890 
1001399 ,7 ,2000069 ,DALLAWAR GABAS/DALLAWAR GABAS,778 
1001400 ,7 ,2000069 ,UNG. ALBASU/PRI.SCHOOL,713 
1001401 ,7 ,2000069 ,UNG.BAWA/K/G. M/UNG,646 
1001402 ,7 ,2000069 ,UNG. NA MASKA/UNG.NA-MASKA,543 
1001403 ,7 ,2000069 ,UNG. TSOHO/UNG TSOHO,530 
1001404 ,7 ,2000069 ,KACHILLO/KACHILLO,502 
1001405 ,7 ,2000069 ,DALLAWAR KUDU/DALLAWAR KUDU,465 
1001406 ,7 ,2000069 ,KWARU PRI. SCHOOL,443 
1001407 ,7 ,2000069 ,MAGAJI WANDO PRI. SCH,67 
1001408 ,7 ,2000069 ,KWANAR RIJIYA PRI. SCHOOL,54 
1001409 ,7 ,2000069 ,DALLAWA PRI. SCHOOL,0 
1001410 ,7 ,2000070 ,DUNGUN SAMBO B/BADOLE,2006 
1001411 ,7 ,2000070 ,UNG. DAN SODA/DAN-SODA PRI.SCHOOL,1155 
1001412 ,7 ,2000070 ,DUNGUN SAMBO A/DUNGUN SAMBO,765 
1001413 ,7 ,2000070 ,UNG. M. HAJJI K/G UNG. NA BABA,645 
1001414 ,7 ,2000070 ,UNG. DAUDU B/UNG. DAUDU,605 
1001415 ,7 ,2000070 ,UNG. MAI ARADU/PRI.SCHOOL,557 
1001416 ,7 ,2000070 ,UNG.DAUDU C /UNG DAUDU,494 
